"UniqueCellID","Group","Poon_et_al_2022_nat_immunol_Human_Lung_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_Skin_CD4_TRM","Poon_et_al_2022_nat_immunol_Human_jejunum_CD4_TRM","Zhang_2022_Gut_Human_Liver_HBV_infiltrating_CD4","Zheng_2017_Cell_Human_HCC_infiltrating_CD4","Argyriou_2022_Nat_Comm_Human_Synovial_tissues_TPH","Law_et_al_2024_Nature_Human_Synovial_tissues_TPH"
"huDistalExp2_plate4_BC79","huDistalExp2_plate4_BC79","H1N1",0.220736237077237,0.266436319378971,0.312102798333396,0.0255157665896353,0.113923410651737,-0.1480145518822,-0.078992056413119
"huDistalExp2_plate4_BC78","huDistalExp2_plate4_BC78","H1N1",0.347887458994042,0.115229200896829,0.0219926159037078,0.255837035318188,0.281517271926928,0.169308515937554,0.17810120506411
"huDistalExp2_plate4_BC20","huDistalExp2_plate4_BC20","H1N1",0.212141944933221,0.0678640972359179,0.052135012950368,0.305336188003996,0.252552857825411,0.0657530226603494,0.0348399875713119
"huDistalExp2_plate4_BC7","huDistalExp2_plate4_BC7","Auto-reactivity",0.190451984414651,0.123829352772447,0.0639613879737125,0.528543697981302,0.219623404558455,0.0300006882196707,0.118227708574377
"huDistalExp2_plate4_BC62","huDistalExp2_plate4_BC62","H1N1",0.292625077470842,0.222053047008323,0.121718148127538,-0.117812330516507,-0.000514930267429214,-0.140738597292461,-0.0315766595428578
"huDistalExp2_plate4_BC50","huDistalExp2_plate4_BC50","H1N1",0.102996896142673,0.120547533162502,0.00203397682631934,0.000892252739101096,0.0705064844677824,-0.0811383594963916,0.131505434810928
"huDistalExp2_plate4_BC59","huDistalExp2_plate4_BC59","H1N1",0.0671476241090587,0.0584825483746296,0.0505679942847642,0.0209925775060855,0.12588852296334,-0.179712249658463,-0.0111096103656397
"huDistalExp2_plate4_BC52","huDistalExp2_plate4_BC52","H1N1",-0.00442435241490635,0.112507705422205,0.00491134865137099,-0.0358416348407007,0.143301030106137,-0.191422254935892,0.0137119162666869
"huDistalExp2_plate4_BC66","huDistalExp2_plate4_BC66","H1N1",0.1895861761129,0.369004236635383,0.346503902984544,0.230780775678417,0.160330743313021,-0.103654239578519,-0.0190780213662851
"huDistalExp2_plate4_BC8","huDistalExp2_plate4_BC8","H1N1",0.476430807044504,0.396460127265694,0.304163327231511,0.308194628564861,0.158293250738126,0.118745322512141,0.227659142581712
"huDistalExp2_plate4_BC16","huDistalExp2_plate4_BC16","C.ALB",0.289382861403727,0.353648004399865,0.184545080822233,0.700069658340479,0.362319181564692,0.311966410136754,0.285591592247569
"huDistalExp2_plate4_BC91","huDistalExp2_plate4_BC91","H1N1",0.000923232431780718,0.0820439000345421,-0.0153401354415645,0.180200144061246,0.206954897790863,-0.14070378622261,0.0268732072943129
"huDistalExp2_plate4_BC89","huDistalExp2_plate4_BC89","H1N1",-0.0287005484822156,0.259284294952668,0.0014955155648253,0.299911414697544,0.270336410580052,0.0648956672669745,0.17746548982139
"huDistalExp2_plate4_BC68","huDistalExp2_plate4_BC68","H1N1",0.0227869048386359,0.0647171677770053,0.0423397802897147,0.123231612032271,0.0472244254397062,0.0470263472557479,-0.0951897751691839
"huDistalExp2_plate4_BC46","huDistalExp2_plate4_BC46","H1N1",0.142378762373651,0.311175109144995,-0.0977555147770556,0.0747052441875303,0.235324929617305,0.0116561053829409,0.125006358345167
"huDistalExp2_plate4_BC2","huDistalExp2_plate4_BC2","H1N1",0.232955318212609,0.154760004031345,0.332547628612707,0.216458524009935,0.336231546339726,0.190437292459298,0.333400584383376
"huDistalExp2_plate4_BC75","huDistalExp2_plate4_BC75","H1N1",0.49116455558565,0.325167709710718,0.0402602841571544,0.229890277449656,0.333085371390432,-0.0373861580687731,0.253329930694936
"huDistalExp2_plate4_BC22","huDistalExp2_plate4_BC22","H1N1",0.0683124291917088,0.100722036837703,0.178764368948393,0.313182510787525,0.134140060951091,-0.139227989013404,-0.0823808699959889
"huDistalExp2_plate4_BC17","huDistalExp2_plate4_BC17","H1N1",0.229829737416616,0.361371224761163,0.117854849130463,0.179843658957246,0.163351901927769,0.0450721939995228,0.0720682545214755
"huDistalExp2_plate4_BC32","huDistalExp2_plate4_BC32","H1N1",0.044900037404254,0.11341663810249,0.0260498173383232,0.112276619166779,0.0807273107965598,-0.0703918291533887,-0.0212094704650666
"huDistalExp2_plate4_BC24","huDistalExp2_plate4_BC24","Auto-reactivity",0.55949823568592,0.454039494377804,0.375113843246785,0.364788640795128,0.2541838714288,0.204052090310242,0.18137780427271
"huDistalExp2_plate4_BC4","huDistalExp2_plate4_BC4","C.ALB",0.121908508404073,0.312669277240811,0.144245768745303,0.357126264443437,0.150337404421294,-0.0197876651388179,0.104808124674312
"huDistalExp2_plate4_BC25","huDistalExp2_plate4_BC25","H1N1",0.101082490622547,0.183029470656797,0.188761448532045,0.228453973092006,0.237290714134595,-0.0449065410413739,0.0561748136981971
"huDistalExp2_plate4_BC44","huDistalExp2_plate4_BC44","H1N1",0.192307341617202,0.168144981994163,0.297308467203796,-0.109086307327709,-0.0697333599593536,0.138018321217301,0.239013479390891
"huDistalExp2_plate4_BC93","huDistalExp2_plate4_BC93","H1N1",0.133522449227731,0.31074340676862,0.0146908867370936,0.173036665045493,0.185029790017812,-0.158122125822326,0.110233282986055
"huDistalExp2_plate4_BC37","huDistalExp2_plate4_BC37","H1N1",-0.0334508418399081,0.126844991737151,0.0664376638289019,0.120755844476195,0.233188501608405,-0.00726832179100845,-0.0758562283800636
"huDistalExp2_plate4_BC81","huDistalExp2_plate4_BC81","H1N1",0.0402483880955178,0.293368016321798,-0.244361121642739,0.0878690481051814,0.205649466783556,0.166036370733417,0.350079299549272
"huDistalExp2_plate4_BC88","huDistalExp2_plate4_BC88","H1N1",0.0968003677942251,0.116421519083082,0.0817516553624844,0.0192145457660706,0.015771928016977,-0.0399676818596678,0.125720157838307
"huDistalExp2_plate4_BC85","huDistalExp2_plate4_BC85","H1N1",0.212618062174237,0.315692489814096,0.00327883852602456,0.348356271949109,0.118480513431395,-0.173558925098045,-0.0264060110295791
"huDistalExp2_plate4_BC55","huDistalExp2_plate4_BC55","H1N1",0.106828627022849,0.120563254196037,0.101922475447307,0.29650534145233,0.0792623974098203,0.00969182013411496,0.0179373006820711
"huDistalExp2_plate4_BC6","huDistalExp2_plate4_BC6","H1N1",0.0337409871570873,0.115536073360107,0.218623276952019,0.204570339569151,0.229015736901803,0.015320482182996,0.0221306852057572
"huDistalExp2_plate4_BC43","huDistalExp2_plate4_BC43","H1N1",0.096178602162155,0.128057589506078,0.283319765096414,0.2223926426901,0.304947317706236,-0.00125855858831092,0.0482618836545434
"huDistalExp2_plate4_BC48","huDistalExp2_plate4_BC48","H1N1",0.286779426190418,0.365266368797055,0.178442005841302,0.133111291801796,0.255071489340573,0.0183759210162527,-0.0161084950109086
"huDistalExp2_plate4_BC73","huDistalExp2_plate4_BC73","H1N1",0.358235488593297,0.565947888158122,0.28024329340003,0.270436918942778,0.337380046021771,0.0336651666786915,0.24342574826939
"huDistalExp2_plate4_BC19","huDistalExp2_plate4_BC19","H1N1",0.229039128409722,0.244704099309738,-0.0106200582967871,0.155558731402042,0.298444876272625,0.0148222806759759,0.0987559582617397
"huDistalExp2_plate4_BC67","huDistalExp2_plate4_BC67","H1N1",0.0870571993763729,0.0696650273183003,0.0724469657235159,0.298875134828919,0.25082278479359,0.0398273828577008,0.0865725297157569
"huDistalExp2_plate4_BC77","huDistalExp2_plate4_BC77","H1N1",0.450371257090762,0.287791739462109,0.296222000527559,0.217031978785447,0.315529589139736,0.00766683173015303,0.111278068802529
"huDistalExp2_plate4_BC29","huDistalExp2_plate4_BC29","H1N1",0.241370863290795,0.299220283437092,0.168426233793751,0.253704267657818,0.244131728071954,-0.0770024148764145,-0.0322679493740499
"huDistalExp2_plate5_BC59","huDistalExp2_plate5_BC59","C.ALB",-0.0784347125177646,0.0727346462276713,-0.0963880355268993,0.0533349153328757,-0.0240235356834214,0.189823741793866,0.14916298181942
"huDistalExp2_plate5_BC18","huDistalExp2_plate5_BC18","C.ALB",0.225623117156798,0.296286904517032,-0.0620297346831373,0.11089520212641,0.0085779540473242,0.138129267376573,0.190939314841096
"huDistalExp2_plate5_BC13","huDistalExp2_plate5_BC13","C.ALB",0.223637378121134,0.0560162124562986,-0.0136410315011315,-0.0351708947190521,-0.0761585320952776,0.0937981147330744,0.105109811093727
"huDistalExp2_plate5_BC31","huDistalExp2_plate5_BC31","Auto-reactivity",0.192054251356448,0.0844875464662205,-0.112342284975331,0.324787525685622,0.337830216798001,0.321288330280335,0.302174425557759
"huDistalExp2_plate5_BC56","huDistalExp2_plate5_BC56","C.ALB",0.13406013794908,0.0632885799005769,0.0246086683995751,0.00233136671662471,-0.221576730992142,-0.0202136541487921,-0.152117469519122
"huDistalExp2_plate5_BC55","huDistalExp2_plate5_BC55","C.ALB",0.0212376157268139,0.0674944802354768,0.129255327787454,0.0664251072991424,0.10740365662646,0.113182615063139,0.0951412833382986
"huDistalExp2_plate5_BC1","huDistalExp2_plate5_BC1","Auto-reactivity",-0.113305273333691,-0.108404427746461,0.00809432890324679,0.267501594687817,0.359746461838741,0.213488178283651,0.276822835046347
"huDistalExp2_plate5_BC7","huDistalExp2_plate5_BC7","C.ALB",0.0666522396649137,-0.0299395251072559,-0.0355291256518268,0.258631681477382,0.00686532829165953,0.0650908258653682,0.172367168242256
"huDistalExp2_plate5_BC20","huDistalExp2_plate5_BC20","C.ALB",-0.00330673484309441,0.204091465972686,-0.0400775020108469,0.0245482218233146,-0.177862811860455,0.0440662356090158,0.00705358314150029
"huDistalExp2_plate5_BC26","huDistalExp2_plate5_BC26","C.ALB",0.032350402720684,0.188831405555258,-0.0645224630724754,0.00247553756234709,0.0210020039602664,-0.082875755908575,-0.0429750896602284
"huDistalExp2_plate5_BC42","huDistalExp2_plate5_BC42","C.ALB",-0.159389649059351,-0.104561035753584,-0.186043486801709,-0.0769297474102183,-0.315982382220835,-0.1664500975542,-0.0467451557106442
"huDistalExp2_plate5_BC67","huDistalExp2_plate5_BC67","C.ALB",0.130882903682708,0.17553334441695,0.203300106804997,0.0579933972382201,-0.121818263424778,0.141848533852214,0.148735126326964
"huDistalExp2_plate5_BC10","huDistalExp2_plate5_BC10","C.ALB",0.0147182803273023,0.111888914627677,-0.14553318071096,0.0594999502883833,-0.11542023042002,-0.112353272432199,-0.0644896785338491
"huDistalExp2_plate5_BC65","huDistalExp2_plate5_BC65","Auto-reactivity",0.331782904802453,0.110903752859022,-0.119711589394332,0.393253282028613,0.541608189801002,0.404099624615071,0.38148295918508
"huDistalExp2_plate5_BC51","huDistalExp2_plate5_BC51","C.ALB",0.00962599960086408,0.189169960039134,0.0131358883629625,0.0720604933591019,-0.191144609760674,-0.16584737957099,-0.0103021419465018
"huDistalExp2_plate5_BC63","huDistalExp2_plate5_BC63","C.ALB",0.0776427616642088,0.222979631357238,-0.00114471403612904,0.137206419656491,-0.0838982613999552,0.051840971538744,0.0685019817852963
"huDistalExp2_plate5_BC8","huDistalExp2_plate5_BC8","C.ALB",0.0284450780400015,0.232350876167032,-0.160632729320883,-0.0158564522725222,-0.159205946858094,-0.20512450652111,-0.0630072446408365
"huDistalExp2_plate5_BC19","huDistalExp2_plate5_BC19","C.ALB",0.119278417556188,0.180355697726736,-0.0415135886059159,0.210844311648913,0.0140063731635697,-0.0113760886165305,0.0893460309406834
"huDistalExp2_plate5_BC84","huDistalExp2_plate5_BC84","Auto-reactivity",0.116765211088981,-0.0219017182362913,-0.0355627218348864,0.381388488567646,0.414704224426614,0.252891146188348,0.408326385000464
"huDistalExp2_plate5_BC68","huDistalExp2_plate5_BC68","C.ALB",0.0892067356580883,0.142662501346241,0.00884755205118248,-0.0364519763745177,-0.0738076767414855,-0.00581944980769611,0.15017761400432
"huDistalExp2_plate5_BC23","huDistalExp2_plate5_BC23","Auto-reactivity",0.330754959026198,0.322363153048359,0.0278759655777116,0.385525686491355,0.327594494317038,0.193072737308796,0.218638218852201
"huDistalExp2_plate5_BC39","huDistalExp2_plate5_BC39","C.ALB",-0.0587238513842584,-0.0701931701541859,0.0299862911394538,-0.260990887300599,-0.157960723064256,-0.0770368894984305,-0.151960123695255
"huDistalExp2_plate5_BC44","huDistalExp2_plate5_BC44","C.ALB",0.151270270279881,0.110475199063664,0.00128550490586177,0.114998190348836,-0.10290867812277,-0.0664683344786878,-0.111661582525174
"huDistalExp2_plate5_BC17","huDistalExp2_plate5_BC17","C.ALB",0.171529830872421,0.124043684403293,0.255805267106169,0.325349697364059,-0.00348653866108162,-0.112149226316421,0.116089927280222
"huDistalExp2_plate5_BC36","huDistalExp2_plate5_BC36","H1N1",0.164254554289904,-0.0435755182026988,0.0746346552006315,0.0910774536100136,0.116786513822308,0.134735036459735,0.225164537532322
"huDistalExp2_plate5_BC32","huDistalExp2_plate5_BC32","C.ALB",0.253549629593641,0.0819334576069737,0.0586576197837818,-0.017287373124348,-0.0252724921786834,0.0445258156116859,0.13154080359652
"huDistalExp2_plate5_BC22","huDistalExp2_plate5_BC22","C.ALB",0.204338815392894,0.159297935047448,-0.0787537688751489,0.246886479667517,0.0334776012854078,-0.0117115167257276,0.0389893772138243
"huDistalExp2_plate5_BC48","huDistalExp2_plate5_BC48","C.ALB",0.480890493117006,0.388459255913087,0.125788674641272,0.118750967862818,0.108051215425173,0.282324604196588,0.120138480928321
"huDistalExp2_plate5_BC50","huDistalExp2_plate5_BC50","C.ALB",0.0749577817444094,0.275971333672476,0.175872106245388,0.102102089271807,-0.212621182643562,-0.129140676996737,-0.073787382485151
"huDistalExp2_plate5_BC25","huDistalExp2_plate5_BC25","C.ALB",-0.0813262437115463,0.175173688027434,-0.0424064427710475,0.124466491744797,0.0292515683390089,0.163060085042239,0.0762791615928976
"huDistalExp2_plate5_BC11","huDistalExp2_plate5_BC11","C.ALB",0.239802136956623,0.232452031393349,0.0943722208318134,0.235622668339286,0.0608192756592489,-0.0494601014787383,0.065943650765473
"huDistalExp2_plate5_BC38","huDistalExp2_plate5_BC38","C.ALB",0.145335654171385,0.095826544744726,-0.0449283598154782,0.00886009303122681,-0.166300408666003,-0.00775045716511147,0.015008871366078
"huDistalExp2_plate5_BC34","huDistalExp2_plate5_BC34","C.ALB",0.411136302888962,0.415933722878285,0.279522421395352,0.0825817913338972,0.243060971815387,0.194568816499054,0.276566005449121
"huDistalExp2_plate5_BC49","huDistalExp2_plate5_BC49","Auto-reactivity",-0.00135795900201907,0.121750808459586,0.113506482721399,0.604202813288368,0.369752082511999,0.41219647470209,0.415701247535507
"huDistalExp2_plate5_BC37","huDistalExp2_plate5_BC37","SARS-CoV-2",0.238983313198266,0.288854646594946,0.0929225241278685,0.558419113688537,0.450845405654254,0.128409578365132,0.188738467927964
"huDistalExp2_plate5_BC90","huDistalExp2_plate5_BC90","C.ALB",0.176975372320905,0.492594565833265,0.224529143070212,0.263427479026152,-0.0734699757241123,0.00456054318834281,-0.108601185103115
"huDistalExp2_plate5_BC77","huDistalExp2_plate5_BC77","C.ALB",0.0670198332144111,0.107879231185772,-0.0255408835528509,0.10724294904403,-0.0695869120460226,0.160777102868434,0.0969805216268548
"huDistalExp2_plate5_BC29","huDistalExp2_plate5_BC29","C.ALB",0.123327851084979,0.191388047028072,-0.0421839336888852,0.0727772801301034,-0.0028989581971971,0.0029638202621235,0.0594460477653045
"huDistalExp2_plate5_BC93","huDistalExp2_plate5_BC93","C.ALB",0.268677503925557,0.382903179736833,0.183809905549729,0.180174868047138,0.126744712828411,0.25066956622664,0.305156735554914
"huDistalExp2_plate6_BC70","huDistalExp2_plate6_BC70","SARS-CoV-2",0.0107750537418037,0.0764055163527491,-0.0944221447962174,0.244478649436112,0.263856322034482,0.180039421265995,0.160439552385538
"huDistalExp2_plate6_BC55","huDistalExp2_plate6_BC55","SARS-CoV-2",0.226133476872323,-0.0367382657406653,-0.195145397468286,0.300328692185479,0.0804750353612261,0.371466918134704,0.216773800524058
"huDistalExp2_plate6_BC38","huDistalExp2_plate6_BC38","SARS-CoV-2",0.0758180476857713,0.135678817708966,0.0115692221655492,0.222715108050811,0.178486864223865,0.174817147737764,0.280090638399378
"huDistalExp2_plate6_BC31","huDistalExp2_plate6_BC31","SARS-CoV-2",-0.0739185938835223,0.0515191582718699,-0.158409906366644,0.364884318425042,0.079350137855009,0.00355140113421237,0.069660284542153
"huDistalExp2_plate6_BC72","huDistalExp2_plate6_BC72","SARS-CoV-2",0.064480035894341,0.0753164002156885,-0.0861789290305873,0.222912407231325,-0.0095242598878239,0.0760541005167507,0.0197143558011521
"huDistalExp2_plate6_BC12","huDistalExp2_plate6_BC12","SARS-CoV-2",0.00835322227287161,0.017874238804392,-0.219284628035011,0.106680670487063,-0.00313266825219782,0.157271285452576,0.258430784958544
"huDistalExp2_plate6_BC69","huDistalExp2_plate6_BC69","SARS-CoV-2",0.0426485812125116,-0.0720019635495033,-0.100436413627155,0.171068812113054,0.204216701359159,0.107301261220854,0.292788706633511
"huDistalExp2_plate6_BC54","huDistalExp2_plate6_BC54","SARS-CoV-2",0.0518129308170754,0.19783932066455,-0.0784641426103483,0.248209743350904,0.255309653721255,0.134821928858741,0.264706343139804
"huDistalExp2_plate6_BC43","huDistalExp2_plate6_BC43","SARS-CoV-2",-0.11419920424155,0.0759477165725057,-0.123794505134562,0.213980082328091,0.301356923001755,0.0437404153720173,0.0884560978259687
"huDistalExp2_plate6_BC36","huDistalExp2_plate6_BC36","SARS-CoV-2",0.0289218511746504,-0.0541185502903144,0.0421005913783982,0.135232333411482,-0.0229655947330417,0.0120127517441539,-0.0110356675850402
"huDistalExp2_plate6_BC57","huDistalExp2_plate6_BC57","SARS-CoV-2",-0.0235030786473962,0.150934456670724,-0.00441053859916596,0.480344068767967,0.188651140410606,0.0558040728730893,0.11433747590604
"huDistalExp2_plate6_BC8","huDistalExp2_plate6_BC8","SARS-CoV-2",0.159921526772609,0.195725502645126,-0.00956775712050439,0.371244961225622,0.197104650184953,0.11010002519262,0.137060188839777
"huDistalExp2_plate6_BC10","huDistalExp2_plate6_BC10","SARS-CoV-2",0.357362588344839,0.112525945186198,-0.0727623186557381,0.216824074540692,0.210794126169886,0.213045715368897,0.329899910533699
"huDistalExp2_plate6_BC60","huDistalExp2_plate6_BC60","SARS-CoV-2",0.167745854614634,0.107618951666466,-0.0602710021429262,0.557667766807701,0.349894103152065,0.289350354250457,0.283048294821491
"huDistalExp2_plate6_BC3","huDistalExp2_plate6_BC3","SARS-CoV-2",0.270140612166119,0.283860469859598,-0.00105844394539001,0.783934503476518,0.655165390035618,0.0931827266101378,0.263815691470876
"huDistalExp2_plate6_BC26","huDistalExp2_plate6_BC26","SARS-CoV-2",0.182810460925326,0.217016622112793,0.0266415153663381,0.49013083819307,0.191846229843717,0.138553110887586,0.225749690243922
"huDistalExp2_plate6_BC46","huDistalExp2_plate6_BC46","SARS-CoV-2",-0.00530262508543355,0.168966184906158,-0.117861959927209,0.41520851117933,0.243173409154056,0.0762061289411504,0.0490396662044772
